page	index	kind	element	english	japanese
englishire-standard.html	144	text	span	Principle X	原則X
englishire-standard.html	145	text	h2	Looking Beyond the Assignment	任務の先を見据える
englishire-standard.html	146	text	p	Good temporary cover should help a school manage the present without losing sight of what follows.	適切な代講は、目の前の授業を支えながら、その後の学校運営にもつながるものであるべきです。
englishire-standard.html	147	text	p	An individual assignment may be short, but the circumstances which produced it often have a longer history. Repeated absence, an extended recruitment process, timetable expansion or a recurring need for specialist teaching may indicate that the school would benefit from a broader contingency plan.	一回のご依頼は短期間でも、その背景に長期的な課題がある場合があります。欠勤の繰り返し、採用活動の長期化、時間割の拡大、専門授業の継続的な必要性がある場合は、学校全体として今後の対応計画を検討することが役立ちます。
englishire-standard.html	148	text	p	Temporary cover should create breathing room for such matters to be considered properly. It should not encourage a succession of hurried arrangements where a more deliberate solution is required. The value of cover lies partly in preserving stability whilst leadership decides what should happen next.	一時的な保護は、そのような問題を適切に検討するための余地を作る必要があります。より慎重な解決策が必要な場合に、性急な取り決めを繰り返すことを奨励すべきではありません。カバーの価値は、リーダーが次に何が起こるかを決定する間、安定性を維持することに部分的にあります。
englishire-standard.html	149	text	p	Where a relationship continues, each assignment should improve understanding. The school’s routines become clearer, briefing becomes more efficient and future decisions can be made with better information. Feedback should therefore be welcomed, recorded where appropriate and used to refine subsequent work.	関係が続いている場合、課題を課すたびに理解が深まるはずです。学校のルーティンがより明確になり、説明会がより効率的になり、より良い情報に基づいて将来の意思決定を下せるようになります。したがって、フィードバックは歓迎され、必要に応じて記録され、その後の作業を改善するために使用される必要があります。
englishire-standard.html	150	text	h3	A professional relationship is more useful than a transaction	職業上の関係は取引よりも有益です
englishire-standard.html	151	text	p	Schools need not wait for an emergency before introducing themselves. A prior conversation about the timetable, location, age groups and likely requirements can make a later enquiry considerably more orderly. It also allows expectations to be discussed when neither party is under unnecessary pressure.	学校は自己紹介をする前に緊急事態を待つ必要はありません。スケジュール、場所、年齢層、および想定される要件について事前に話し合っておくと、後の問い合わせがより秩序立って行われる可能性があります。また、どちらの当事者も不必要な圧力を受けていないときに、期待について話し合うこともできます。
englishire-standard.html	152	text	p	The most useful form of temporary cover is not one which simply arrives at short notice. It is one which helps the school retain its composure, preserve its standards and make the next decision with greater confidence than before.	一時的な代講の最も有用な形式は、突然通知されるものではありません。これは、学校が冷静さを保ち、基準を維持し、以前よりも自信を持って次の決定を下すのに役立ちます。
englishire-standard.html	153	text	p	Closing Declaration	閉会宣言
englishire-standard.html	154	text	h2	The standard, stated plainly.	基準は明確に述べられています。
englishire-standard.html	155	text	blockquote	Every assignment deserves proper consideration. Every school deserves honest communication. Every classroom deserves a teacher who arrives prepared to uphold the trust placed in them.	すべての業務は適切に検討する必要があります。どの学校にも正直なコミュニケーションが必要です。どの教室にも、信頼を守る準備を整えて到着する講師が必要です。
englishire-standard.html	156	text	p	This is the standard Englishire seeks to apply: continuity before convenience, suitability before availability, preparation before placement, and professional judgement throughout.	これは、Englishire が適用しようとしている標準です。利便性よりも継続性、空き状況よりも適合性、配置前の準備、そして全体を通しての専門的な判断です。
englishire-standard.html	157	text	a	Discuss a Cover Requirement	補償要件について話し合う
englishire-standard.html	158	text	a	Read How It Works	仕組みを読む
englishire-standard.html	159	text	p	Teacher Cover Enquiries	英語講師の代講に関するお問い合わせ
englishire-standard.html	160	text	h2	A dependable answer begins with a clear understanding of the school.	信頼できる答えは、学校を明確に理解することから始まります。
englishire-standard.html	161	text	p	Please include the location, dates, lesson times, learner age groups and the nature of the support required. We will consider the assignment with appropriate care.	場所、日付、授業時間、学習者の年齢層、必要な支援内容をお知らせください。Englishireが内容を丁寧に確認します。
englishire-standard.html	162	text	a	Request Teacher Cover	代講について相談する
englishire-standard.html	163	text	a	View teacher cover	講師手配について見る
englishire-standard.html	164	text	span	ENGLISHIRE	ENGLISHIRE
englishire-standard.html	165	text	span	Temporary Teacher Cover · Tokyo	東京都内の学校向け英語講師の代講・短期手配
englishire-standard.html	166	text	p	Professional temporary English teachers for Tokyo schools.	東京の学校向けのプロの臨時英語講師。
englishire-standard.html	167	text	p	Services	サービス
englishire-standard.html	168	text	a	Teacher Cover	講師の代講・短期手配
englishire-standard.html	169	text	a	The Englishire Standard	Englishireの基準
englishire-standard.html	170	text	a	How It Works	ご利用の流れ
englishire-standard.html	171	text	a	Request Teacher Cover	代講について相談する
englishire-standard.html	172	text	p	Englishire	Englishire
englishire-standard.html	173	text	a	About	Englishireについて
englishire-standard.html	174	text	a	Journal	Journal
englishire-standard.html	175	text	a	Questions	よくあるご質問
englishire-standard.html	176	text	a	Contact	お問い合わせ
englishire-standard.html	177	text	p	Enquiries	お問い合わせ
englishire-standard.html	178	text	p	For temporary teacher cover, please include the school location, requested dates and lesson schedule.	英語講師の代講についてお問い合わせの際は、学校所在地、ご希望の日程、授業時間をお知らせください。
englishire-standard.html	179	text	a	Open the enquiry form	お問い合わせフォームを開く
englishire-standard.html	180	text	p	©	©
englishire-standard.html	181	text	span	2026	2026
englishire-standard.html	182	text	p	Englishire. All rights reserved.	Englishire. 無断転載を禁じます。
englishire-standard.html	183	text	a	Privacy	プライバシー
englishire-standard.html	184	text	a	Terms	利用規約
englishire-standard.html	185	text	a	Cookies	Cookieポリシー
englishire-standard.html	186	text	p	This website works best with JavaScript enabled, though all essential information and links remain available without it.	このサイトはJavaScriptを有効にすると快適にご利用いただけますが、主要な情報とリンクはJavaScriptなしでも確認できます。
englishire-standard.html	187	attr:aria-label	a	Englishire homepage	Englishireホームページ
englishire-standard.html	188	attr:aria-label	nav	Primary navigation	メインナビゲーション
englishire-standard.html	189	attr:aria-label	div	Standard page actions	標準のページアクション
englishire-standard.html	190	attr:aria-label	a	Return to Englishire homepage	Englishireホームページへ戻る
englishire-standard.html	191	attr:aria-label	nav	Footer service navigation	フッターのサービス案内
englishire-standard.html	192	attr:aria-label	nav	Footer company navigation	フッターのEnglishire案内
englishire-standard.html	193	meta	description	The Englishire Standard sets out considered principles for professional temporary English teacher cover in Japanese schools.	Englishire Standard は、日本の学校における専門の英語講師の代講・短期手配について考慮された原則を定めています。
englishire-standard.html	194	meta	og:type	article	article
englishire-standard.html	195	meta	og:title	The Englishire Standard | Englishire	Englishireの基準 | Englishire
englishire-standard.html	196	meta	og:description	Principles for professional teacher cover in Japanese schools: continuity, suitability, preparation, conduct and honest communication.	日本の学校における専門講師の原則は、継続性、適性、準備、行動、誠実なコミュニケーションです。
englishire-standard.html	197	meta	og:url	https://englishire.com/englishire-standard.html	https://englishire.com/ja/englishire-standard.html
englishire-standard.html	198	meta	og:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
englishire-standard.html	199	meta	og:image:alt	The Englishire Standard for professional teacher cover in Japanese schools	日本の学校における専門講師の代講に関する Englishire Standard
englishire-standard.html	200	meta	twitter:card	summary_large_image	summary_large_image
englishire-standard.html	201	meta	twitter:title	The Englishire Standard | Englishire	Englishireの基準 | Englishire
englishire-standard.html	202	meta	twitter:description	A considered standard for professional temporary teacher cover in Japanese schools.	日本の学校における専門の短期講師の補償の標準と考えられています。
englishire-standard.html	203	meta	twitter:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
questions.html	1	text	[document]	html	html
questions.html	2	text	title	Questions Schools Ask About Teacher Cover | Englishire	講師用カバーについて学校から寄せられる質問 | Englishire
questions.html	3	text	a	Skip to main content	本文へ移動
questions.html	4	text	span	Menu	メニュー
questions.html	5	text	a	Teacher Cover	講師の代講・短期手配
questions.html	6	text	a	When We Help	対応できるケース
questions.html	7	text	a	How It Works	ご利用の流れ
questions.html	8	text	a	Journal	Journal
questions.html	9	text	a	Questions	よくあるご質問
questions.html	10	text	a	About	Englishireについて
questions.html	11	text	a	Request Teacher Cover	代講について相談する
questions.html	12	text	p	Questions Schools Quite Reasonably Ask	学校がかなり合理的に尋ねる質問
questions.html	13	text	h1	Clear answers, properly qualified.	明確な回答、適切な資格。
questions.html	14	text	p	A practical reference for schools considering temporary English teacher cover in Tokyo.	東京都内で英語講師の代講・短期手配を検討している学校向けの実践的な参考資料。
questions.html	15	text	p	The questions below concern the service, the process, teacher suitability, lessons, administration and what schools may reasonably expect before, during and after an assignment.	以下の質問は、サービス、プロセス、講師の適性、授業、運営、および学校が課題の前後および課題の前後に合理的に期待できることに関するものです。
questions.html	16	text	a	Find a Question	質問を探す
questions.html	17	text	a	Start an Enquiry	問い合わせる
questions.html	18	text	figcaption	A useful answer should provide clarity without pretending every situation has a simple conclusion.	有用な答えは、すべての状況に単純な結論があるかのように装うことなく、明確さを提供する必要があります。
questions.html	19	text	p	How to Read This Page	このページの読み方
questions.html	20	text	h2	General guidance should clarify, not overpromise.	一般的なガイダンスは、過度に約束するのではなく、明確にする必要があります。
questions.html	21	text	p	A school asking about one morning of cover is not presenting the same requirement as a school seeking several weeks of recurring lessons. The age of the learners, the timetable, the journey, the materials and the responsibilities involved may alter the answer considerably.	午前 1 回の授業を求める学校は、数週間の定期授業を求める学校と同じ要件を提示しているわけではありません。学習者の年齢、時間割、移動距離、教材、および関与する責任によって、答えは大幅に変わる可能性があります。
questions.html	22	text	p	The guidance on this page therefore describes the usual Englishire approach. It explains what may be possible, what information is commonly required and where a matter must be considered individually.	したがって、このページのガイダンスでは、通常の Englishire のアプローチについて説明します。何が可能なのか、一般的にどのような情報が必要なのか、そして問題を個別に考慮する必要があるのはどこなのかについて説明します。
questions.html	23	text	p	Where another page gives the fuller explanation, a reference is provided. The service page explains what Englishire offers,	別のページで詳細な説明が行われている場合は、参照を示します。サービスページでは、Englishireが提供するものについて説明しています。
questions.html	24	text	em	How It Works	ご利用の流れ
questions.html	25	text	p	describes the process and	プロセスを説明し、
questions.html	26	text	em	The Englishire Standard	Englishireの基準
questions.html	27	text	p	sets out the principles beneath those decisions.	これらの決定の基礎となる原則を示します。
questions.html	28	text	p	An answer on this page is guidance. An assignment becomes definite only when it has been expressly reviewed and confirmed.	このページの答えはガイダンスです。業務は、明示的にレビューおよび確認された場合にのみ確定します。
questions.html	29	text	p	The Reference	リファレンス
questions.html	30	text	h2	Find the matter nearest to your enquiry.	お問い合わせに最も近い事項を見つけてください。
questions.html	31	text	p	Each chapter may be read independently. Together, they provide the fullest practical account of the service.	各章は独立して読むことができます。これらを組み合わせることで、サービスの実用的な説明が最大限に提供されます。
questions.html	32	text	span	About Englishire	Englishireについて
questions.html	33	text	small	Purpose, scope and approach	目的、範囲、アプローチ
questions.html	34	text	span	Before Contact	お問い合わせの前に
questions.html	35	text	small	Notice, information and early introductions	お知らせ、情報、早期紹介
questions.html	36	text	span	Teacher Cover	講師の代講・短期手配
questions.html	37	text	small	Duration, recurring work and availability	期間、定期的な作業、および空き状況
questions.html	38	text	span	Schools and Learners	学校と学習者
questions.html	39	text	small	Settings, ages and programmes	設定、年齢、プログラム
questions.html	40	text	span	Teachers	講師
questions.html	41	text	small	Suitability, briefing and conduct	適性、説明、行動
questions.html	42	text	span	Lessons	レッスン
questions.html	43	text	small	Plans, materials and continuity	計画、資料、継続性
questions.html	44	text	span	Review and Confirmation	レビューと確認
questions.html	45	text	small	What happens after an enquiry	問い合わせ後の対応
questions.html	46	text	span	Practical Matters	実務上の事項
questions.html	47	text	small	Travel, arrival and school procedures	旅行、到着、学校の手続き
questions.html	48	text	span	Administration	管理
questions.html	49	text	small	Fees, changes, records and privacy	料金、変更、記録、プライバシー
questions.html	50	text	span	During the Assignment	任務中
questions.html	51	text	small	Communication, changes and support	コミュニケーション、変更、サポート
questions.html	52	text	span	Afterwards	その後
questions.html	53	text	small	Handover, extensions and future cover	引き継ぎ、延長、将来の補償
questions.html	54	text	span	When We May Decline	ご依頼をお断りする場合
questions.html	55	text	small	Boundaries and professional judgement	境界と専門的判断
questions.html	56	text	p	Chapter I	第一章
questions.html	57	text	h2	About Englishire	Englishireについて
questions.html	58	text	p	The organisation, its purpose and the nature of the service.	組織、その目的、サービスの性質。
questions.html	59	text	summary	What does Englishire do?	イングリッシュエールは何をするのですか？
questions.html	60	text	p	Englishire provides temporary English teacher cover for schools and education providers throughout Tokyo. The service is intended for absences, recruitment gaps, additional capacity, leave, events and other circumstances in which lessons require a capable teacher for a limited period.	Englishire は、東京全域の学校や教育機関に英語講師の代講・短期手配を提供しています。このサービスは、欠席、採用までの空白期間、定員の追加、休暇、イベント、および限られた期間で有能な講師をレッスンに必要とするその他の状況を対象としています。
questions.html	61	text	p	See	見る
questions.html	62	text	a	Teacher Cover	講師の代講・短期手配
questions.html	63	text	p	for the fuller service description.	サービスの詳細については、こちらをご覧ください。
questions.html	64	text	summary	Why does temporary teacher cover matter?	短期講師のカバーが重要なのはなぜですか?
questions.html	65	text	p	Proper temporary cover protects continuity whilst a school deals with the wider staffing matter. It allows lessons to continue without forcing a hurried permanent appointment or leaving existing colleagues to absorb every affected class.	学校がより広範な人員配置の問題に対処している間、適切な一時的な代講が継続性を保護します。これにより、急いで永久予約を強制したり、影響を受けるすべてのクラスを既存の同僚に吸収させたりすることなく、レッスンを継続することができます。
questions.html	66	text	summary	Is Englishire a permanent recruitment agency?	Englishire は常設の人材紹介会社ですか?
questions.html	67	text	p	The principal service described on this website is temporary teacher cover. Temporary cover and permanent recruitment serve different purposes and should not be presented as though they were interchangeable.	このウェブサイトに記載されている主なサービスは、短期講師の補償です。一時的な雇用と恒久的な雇用は異なる目的を果たしており、それらが交換可能であるかのように提示されるべきではありません。
questions.html	68	text	summary	Where does Englishire work?	Englishireはどこで働いていますか?
questions.html	69	text	p	Englishire can consider enquiries across Tokyo and, where practical, nearby areas. The address, nearest station, timetable and realistic journey must be reviewed before an assignment can be accepted.	Englishire では、東京全域および、可能であれば近隣地域でも問い合わせを検討できます。業務を受け入れる前に、住所、最寄りの駅、時間割、現実的な移動距離を確認する必要があります。
questions.html	70	text	summary	What principles guide the service?	サービスの指針となる原則は何ですか?
questions.html	71	text	p	The central principles include suitability before convenience, preparation before placement, communication before assumption and respect for the established school.	中心原則には、利便性よりも適合性、配置前の準備、想定前のコミュニケーション、確立された学校の尊重が含まれます。
questions.html	72	text	p	They are set out in full in	それらは完全に記載されています
questions.html	73	text	a	The Englishire Standard	Englishireの基準
questions.html	74	text	p	.	.
questions.html	75	text	p	Chapter II	第二章
questions.html	76	text	h2	Before Contacting Englishire	Englishire にお問い合わせいただく前に
questions.html	77	text	p	Notice, preparation and what a school should gather in advance.	学校が事前に把握しておくべき注意点や準備、集めるべきもの。
questions.html	78	text	summary	How much notice should a school provide?	学校はどの程度の通知を行う必要がありますか?
questions.html	79	text	p	As much notice as circumstances reasonably allow. More notice generally provides more options, particularly where the timetable is complex, the journey is substantial or the assignment requires particular experience.	状況が合理的に許す限りの通知。一般に、通知が多ければ多いほど、特に時間割が複雑な場合、旅程が長い場合、または任務に特定の経験が必要な場合、より多くのオプションが提供されます。
questions.html	80	text	summary	Are urgent enquiries welcome?	急ぎの問い合わせは歓迎ですか？
questions.html	81	text	p	Yes. Sudden illness and family emergencies rarely provide courteous notice. Urgency, however, does not remove the need to understand the location, timetable, learners and essential responsibilities.	はい。突然の病気や家族の緊急事態では、丁寧な通知が行われることはほとんどありません。ただし、緊急だからといって、場所、時間割、学習者、重要な責任を理解する必要がなくなるわけではありません。
questions.html	82	text	summary	May a school introduce itself before cover is needed?	カバーが必要になる前に学校が自己紹介をしてもよいでしょうか?
questions.html	83	text	p	Certainly. A prior introduction can be useful, particularly where a school expects recurring requirements or has a timetable that benefits from advance understanding.	確かに。事前の導入は、特に学校が繰り返しの要件を予期している場合や、事前の理解が役立つ時間割を持っている場合に役立ちます。
questions.html	84	text	summary	What information is most useful at first contact?	最初の連絡時に最も役立つ情報は何ですか?
questions.html	85	text	p	The school name, address, nearest station, requested dates, reporting time, lesson timetable, learner ages, class sizes, lesson format, materials and any particular requirements.	学校名、住所、最寄りの駅、希望日、報告時間、レッスン時間割、学習者の年齢、クラスサイズ、レッスン形式、教材、その他の特別な要件。
questions.html	86	text	summary	What if some information is not yet known?	まだ知られていない情報がある場合はどうすればよいでしょうか?
questions.html	87	text	p	Send what is available and identify what remains uncertain. Englishire can then explain which details are essential before the arrangement can be reviewed or confirmed.	利用可能なものを送信し、不確実なままのものを特定します。 Englishire は、取り決めを検討または確認する前に、どの詳細が不可欠であるかを説明できます。
questions.html	88	text	p	The full sequence is described in	完全なシーケンスは次のとおりです。
questions.html	89	text	a	How It Works	ご利用の流れ
questions.html	90	text	p	.	.
questions.html	91	text	p	Chapter III	第三章
questions.html	92	text	h2	Teacher Cover	講師の代講・短期手配
questions.html	93	text	p	The likely duration, shape and continuity of an assignment.	業務の予想される期間、形状、継続性。
questions.html	94	text	summary	Can a teacher cover just one day?	1日だけの代講も依頼できますか？
questions.html	95	text	p	Yes. Cover may concern a single day, several consecutive days, recurring weekly lessons or a longer temporary period, subject to suitability and availability.	はい。補償内容は、適合性と空き状況に応じて、1 日、連続した数日、毎週の定期的なレッスン、またはより長期の一時的な期間に適用される場合があります。
questions.html	96	text	summary	How long may an assignment last?	任務はどれくらい続きますか?
questions.html	97	text	p	There is no single standard duration. Longer assignments usually require fuller arrangements concerning materials, learner progress, reporting, communication and handover.	単一の標準的な期間はありません。より長い課題の場合は、通常、教材、学習者の進捗状況、報告、コミュニケーション、引き継ぎに関して、より綿密な取り決めが必要になります。
questions.html	98	text	summary	Can Englishire help during a recruitment gap?	Englishire は採用空白期間中に役立ちますか?
questions.html	99	text	p	Potentially, yes. Temporary cover can allow the school to continue lessons whilst conducting permanent recruitment with the care that appointment deserves.	可能性としては、そうです。一時的な保障により、学校は任命にふさわしい配慮を持って永久採用を実施しながら授業を継続することができます。
questions.html	100	text	summary	Can the same teacher return for recurring cover?	同じ講師が定期的にカバーしてもらうことはできますか?
questions.html	101	text	p	This may be possible and is often desirable where continuity matters. It depends upon the teacher's availability, the timetable and whether the assignment remains substantially as first agreed.	これは可能な場合があり、継続性が重要な場合にはそれが望ましいことがよくあります。それは、講師の空き状況、時間割、および業務が最初に合意されたとおりに実質的に残っているかどうかによって異なります。
questions.html	102	text	summary	Does an enquiry guarantee that cover is available?	問い合わせをすれば補償が受けられることが保証されますか?
questions.html	103	text	p	No. An enquiry begins the review process. Cover is confirmed only where the assignment has been understood and a suitable teacher is available.	いいえ。問い合わせにより審査プロセスが開始されます。カバーは、課題が理解され、適切な講師がいる場合にのみ確認されます。
questions.html	104	text	p	Chapter IV	第 4 章
questions.html	105	text	h2	Schools and Learners	学校と学習者
questions.html	106	text	p	The environments, age groups and programmes which may be considered.	考慮される環境、年齢層、プログラム。
questions.html	107	text	summary	Which kinds of organisation may enquire?	どのような種類の組織が問い合わせることができますか?
questions.html	108	text	p	Englishire can consider enquiries from language schools, private and international programmes, after-school education providers, academies, corporate programmes and related educational organisations.	Englishire では、語学学校、私立および国際プログラム、放課後教育プロバイダー、アカデミー、企業プログラム、関連教育機関からの問い合わせを検討します。
questions.html	109	text	summary	Which age groups may be supported?	どの年齢層がサポートされますか?
questions.html	110	text	p	Children, teenagers, university-age learners and adults may all be considered. The age group matters because the same teacher is not necessarily suitable for every classroom.	子供、ティーンエイジャー、大学生、成人のすべてが対象となります。同じ講師が必ずしもすべての教室に適しているとは限らないため、年齢層は重要です。
questions.html	111	text	summary	Does Englishire support children's programmes?	Englishire は子供向けプログラムをサポートしていますか?
questions.html	112	text	p	Potentially, yes. Young learner classes require warmth, pace, clear boundaries and sensible classroom command. Suitability should be considered with particular care.	可能性としては、そうです。若い学習者のクラスには、温かさ、ペース、明確な境界線、そして教室での賢明な指示が必要です。適合性については特に注意して検討する必要があります。
questions.html	113	text	summary	Does Englishire support adult or specialist programmes?	Englishire は成人向けまたは専門家向けのプログラムをサポートしていますか?
questions.html	114	text	p	Potentially, yes. The learner profile, aims, materials and expected teaching approach must first be understood.	可能性としては、そうです。学習者のプロフィール、目的、教材、および予想される指導アプローチを最初に理解する必要があります。
questions.html	115	text	summary	Why is the school environment relevant?	なぜ学校環境が重要なのでしょうか?
questions.html	116	text	p	Every school has its own routines, expectations and manner of communicating with learners, parents and staff. A temporary teacher should support that environment rather than arrive determined to replace it.	どの学校にも、学習者、保護者、スタッフとのコミュニケーションのルーチン、期待、方法が異なります。短期講師は、その環境を置き換えるために着任するのではなく、その環境をサポートする必要があります。
questions.html	117	text	p	Chapter V	第 5 章
questions.html	118	text	h2	Teachers	講師
questions.html	119	text	p	Suitability, briefing and the conduct expected within the school.	適性、説明、学校内で期待される行動。
questions.html	120	text	summary	How does Englishire assess teacher suitability?	Englishi は講師の適性をどのように評価しますか?
questions.html	121	text	p	Englishire assesses suitability in relation to learner ages, lesson format, school setting, timetable, journey, duration and the responsibilities of the assignment. Availability is necessary, but it is not the whole answer.	Englishire は、学習者の年齢、レッスン形式、学校環境、時間割、移動距離、期間、課題の責任に関連して適合性を評価します。空き状況は必要ですが、それがすべての答えではありません。
questions.html	122	text	summary	May a school request particular experience?	学校が特定の経験を要求することはできますか?
questions.html	123	text	p	Yes. Genuine requirements concerning age groups, lesson types, qualifications or specialist experience should be explained at the outset. Such requirements may affect availability.	はい。年齢層、レッスンの種類、資格、または専門家の経験に関する実際の要件を最初に説明する必要があります。このような要件は空き状況に影響を与える可能性があります。
questions.html	124	text	summary	What should the teacher know before arrival?	講師は到着前に何を知っておくべきですか?
questions.html	125	text	p	The teacher should understand the address, nearest station, reporting point, timetable, learner groups, objectives, materials, dress expectations and relevant school procedures.	講師は、住所、最寄りの駅、報告地点、時間割、学習者のグループ、目的、教材、服装、学校の関連手順を理解する必要があります。
questions.html	126	text	summary	Should a temporary teacher follow the school's methods?	短期講師は学校のやり方に従うべきでしょうか？
questions.html	127	text	p	Yes, where those methods have been explained and are appropriate to the assignment. The teacher enters an established environment and should support its routines rather than impose a personal system upon it.	はい、これらのメソッドは説明されており、課題に適しています。講師は確立された環境に入り、個人的なシステムを押し付けるのではなく、そのルーチンをサポートする必要があります。
questions.html	128	text	summary	What professional standards are expected?	どのような専門的基準が求められますか?
questions.html	129	text	p	Punctuality, preparation, appropriate dress, sensible communication, respectful conduct, confidentiality and proper attention to learners are fundamental expectations.	時間厳守、準備、適切な服装、分別のあるコミュニケーション、敬意を持った行動、機密保持、学習者への適切な配慮が基本的に期待されています。
questions.html	130	text	p	See	見る
questions.html	131	text	a	The Englishire Standard	Englishireの基準
questions.html	132	text	p	for the fuller account.	より充実したアカウントのために。
questions.html	133	text	p	Chapter VI	第 6 章
questions.html	134	text	h2	Lessons and Materials	レッスンと教材
questions.html	135	text	p	Plans, objectives, resources and continuity between teachers.	計画、目的、リソース、講師間の継続性。
questions.html	136	text	summary	Should the school provide lesson plans?	学校は授業計画を提供する必要がありますか?
questions.html	137	text	p	Where lesson plans already exist, they are extremely useful. They help the temporary teacher preserve the direction of the course and avoid unnecessary repetition.	授業計画がすでに存在する場合、それらは非常に役立ちます。これらは、短期講師がコースの方向性を維持し、不必要な繰り返しを避けるのに役立ちます。
questions.html	138	text	summary	What if no full lesson plan exists?	完全な授業計画が存在しない場合はどうなりますか?
questions.html	139	text	p	The school should provide the clearest available account of the objective, materials, work already completed and what the lesson should achieve. Any preparation expected from the teacher should be discussed before confirmation.	学校は、目的、教材、すでに完了した作業、およびレッスンで達成すべき内容について、可能な限り明確な説明を提供する必要があります。講師に期待される準備については、確認の前に話し合う必要があります。
questions.html	140	text	summary	Who supplies teaching materials?	教材は誰が提供しますか?
questions.html	141	text	p	This depends upon the assignment. Schools commonly provide textbooks, worksheets, plans or access to existing resources. Any expectation that the teacher should create or bring materials must be stated clearly.	これは業務によって異なります。学校は通常、教科書、ワークシート、計画書、または既存のリソースへのアクセスを提供します。講師が資料を作成したり持参したりすることを期待している場合は、それを明確に述べなければなりません。
questions.html	142	text	summary	Can the teacher continue work already begun?	講師はすでに始まっている仕事を続けることができますか?
questions.html	143	text	p	Yes, provided sufficient information is supplied concerning what has been completed, what should follow and any work the returning teacher will expect to receive.	はい、完了した内容、次に行うべき内容、および復帰講師が受けることが期待される作業に関する十分な情報が提供されている場合に限ります。
questions.html	144	text	summary	Can homework, assessment or lesson reports be included?	宿題、評価、授業レポートを含めることはできますか?
questions.html	145	text	p	Potentially, yes. The expectations and time required should be explained before the assignment is confirmed, particularly where cover extends beyond a single day.	可能性としては、そうです。特にカバー範囲が 1 日を超える場合は、業務が確定する前に、期待値と必要な時間について説明する必要があります。
questions.html	146	text	p	Chapter VII	第 7 章
questions.html	147	text	h2	Review and Confirmation	レビューと確認
questions.html	148	text	p	What happens after the school sends its requirement.	学校が要求を送信した後はどうなりますか。
questions.html	149	text	summary	How does a school begin an enquiry?	学校はどのように調査を開始しますか?
questions.html	150	text	p	The school may use the	学校が使用できるのは、
questions.html	151	text	a	enquiry page	お問い合わせページ
questions.html	152	text	p	and provide the practical information available at the time.	そして、その時点で入手可能な実用的な情報を提供します。
questions.html	153	text	summary	What happens after the enquiry is sent?	問い合わせが送信された後はどうなりますか?
questions.html	154	text	p	Englishire reviews the school, timetable, journey, learners, lesson expectations, duration and teacher suitability. Further questions may be asked before any answer is given.	Englishire は、学校、時間割、旅程、学習者、レッスンの期待、期間、講師の適性をレビューします。回答が得られる前にさらに質問が行われる場合があります。
questions.html	155	text	summary	Does sending an enquiry email reserve a teacher?	問い合わせメールを送ると講師が予約されますか？
questions.html	156	text	p	No. Sending an enquiry begins the review process. No teacher is reserved or confirmed merely because an email has been sent.	いいえ。問い合わせを送信すると、審査プロセスが開始されます。メールが送信されただけで講師が予約または確認されることはありません。
questions.html	157	text	summary	How is confirmation provided?	確認はどのように行われますか?
questions.html	158	text	p	Confirmation should identify the agreed dates, timetable, location, principal responsibilities and any relevant practical terms. Until confirmation is expressly given, the enquiry remains under consideration.	確認では、合意された日付、スケジュール、場所、主な責任、および関連する実際的な条件を特定する必要があります。確認が明示的に与えられるまで、調査は引き続き検討中である。
questions.html	159	text	summary	Why might further questions be necessary?	さらに質問が必要になるのはなぜですか?
questions.html	160	text	p	A missing detail may affect punctuality, lesson preparation, learner suitability or the responsibilities expected of the teacher. Clarification before confirmation is preferable to negotiation at the school gate.	詳細が欠けていると、時間厳守、レッスンの準備、学習者の適性、または講師に期待される責任に影響を与える可能性があります。校門での交渉よりも確認前の明確化が望ましい。
questions.html	161	text	p	See	見る
questions.html	162	text	a	How It Works	ご利用の流れ
questions.html	163	text	p	.	.
questions.html	164	text	p	Chapter VIII	第 8 章
questions.html	165	text	h2	Practical Matters	実務上の事項
questions.html	166	text	p	Travel, arrival and the arrangements surrounding the first lesson.	移動、到着、最初のレッスンに関する手配。
questions.html	167	text	summary	Why is the nearest station important?	なぜ最寄りの駅が重要なのでしょうか？
questions.html	168	text	p	Tokyo journeys depend upon more than the address. Railway lines, transfers, walking time and reporting arrangements all affect whether the teacher can arrive punctually.	東京への旅は住所だけでは決まりません。鉄道の路線、乗り換え、徒歩時間、レポートの手配はすべて、講師が時間通りに到着できるかどうかに影響します。
questions.html	169	text	summary	How early should the teacher arrive?	講師は何分前に到着すべきですか?
questions.html	170	text	p	The reporting time should be agreed in advance and allow for sign-in, introductions, locating rooms, collecting materials and receiving any final briefing.	報告時間は事前に合意する必要があり、サインイン、紹介、部屋の検索、資料の収集、最終説明を受けることができるようにする必要があります。
questions.html	171	text	summary	Should the school explain the dress code?	学校は服装規定について説明すべきでしょうか？
questions.html	172	text	p	Yes. Even where the expectation appears obvious to the school, a brief statement prevents unnecessary uncertainty.	はい。学校にとって期待が明らかな場合でも、短い声明によって不必要な不確実性が回避されます。
questions.html	173	text	summary	What access information should be supplied?	どのようなアクセス情報を提供する必要がありますか?
